ats,companySlug,urlType,title,jobUrl,indiaMentioned,marketingLeadership,snippet
workday,nvidia,post,Senior Product Marketing Manager - Edge AI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Product-Marketing-Manager---Edge-AI_JR2004488/apply/applyManually?q=mba,no,yes,"December 7, 2025 - NVIDIA has continuously reinvented itself over two decades. Our invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. More recently, GPU deep learning ignited modern AI — the next era of "
workday,deckers,post,"Sr. Director, Global Marketing Operations - HOKA",https://deckers.wd5.myworkdayjobs.com/en-US/Deckers/job/Sr-Director--Global-Marketing-Operations---HOKA_18347,no,yes,"More than Just a Footwear Company From our corporate offices to our global retail stores, there’s a curious, independent spirit that’s distinctively Deckers Brands. We’re about giving people the freedom to pursue their passions. And we’re committed to helping them succeed; to become ..."
workday,uchicago,post,Chief Marketing Officer - Careers - Myworkdayjobs.com,https://uchicago.wd5.myworkdayjobs.com/en-US/External/job/Chief-Marketing-Officer_JR26532,no,yes,"The University of Chicago is an urban research university that has driven new ways of thinking since 1890. Our commitment to free and open inquiry draws inspired scholars to our global campuses, where ideas are born that challenge and change the world. We empower individuals to challenge ..."
workday,qvc,post,Chief Marketing Officer - Cornerstone Brands,https://qvc.wd5.myworkdayjobs.com/en-US/QRG/job/Chief-Marketing-Officer---Cornerstone-Brands_R81143,no,yes,"January 9, 2026 - Working at QVC Group means joining a live social shopping company with incredible teams, ambitious projects and amazing careers. QVC Group, Inc. is a Fortune 500 company with six leading retail brands - QVC®, HSN®, and our four Cornerstone brands. The Cornerstone brands deliver ins"
workday,venbrook,post,Marketing Manager,https://venbrook.wd5.myworkdayjobs.com/en-US/Careers/job/Marketing-Manager_,no,yes,"JOB TITLE: Marketing Manager DEPARTMENT: Marketing | Reports to: Chief Marketing Officer (CMO) COMPANY OVERVIEW: Venbrook Group, LLC is a multi-division insurance holding company with subsidiaries engaged in retail and wholesale broking, employee benefits, programs, and claims services."
workday,workiva,post,Director of Marketing Operations - Careers,https://workiva.wd1.myworkdayjobs.com/en-US/careers/job/Director-of-Marketing-Operations_R10414,no,yes,Workiva is seeking a highly skilled and experienced Director of Marketing Operations to optimize our marketing automation infrastructure and scale global campaign execution. Reporting to the Sr.
workday,nvidia,post,"Director of Product Marketing, Industrial and Computational Engineering",https://nvidia.wd5.myworkdayjobs.com/en-US/nvidiaexternalcareersite/job/us-ca-santa-clara/director-of-product-marketing--industrial-and-computational-engineering_jr2010622/apply/autofillWithResume,no,yes,"December 25, 2025 - At NVIDIA, we’re solving the world’s most challenging problems with our unique approach to accelerated computing. We’re looking for a passionate marketing leader to join the NVIDIA team building products for Industrial & Computational Engineering. This role is responsible for bui"
workday,thoughtspot,post,"VP, Product Marketing - Become a Spotter",https://thoughtspot.wd5.myworkdayjobs.com/en-US/careers/job/US---Mountain-View/VP--Product-Marketing_2607,no,yes,"What's The Role? We are looking for a talented Product Marketing Leader with strong storytelling, go-to-market, and leadership skills. You will have the ability to work closely with Product, Demand Gen, and Sales teams to build an integrated ..."
workday,workiva,post,Product Marketing Director - Careers - Myworkdayjobs.com,https://workiva.wd1.myworkdayjobs.com/en-US/careers/job/Director-of-Product-Marketing_R9106-1,no,yes,"✅ About Workiva ✅ Life at Workiva ✅ Benefits & Perks ✅ DEIB at Workiva ✅ Workiva Newsroom ✅ Leadership Team Apply for open positions through your Workday account on our Internal Career Site. For questions, please reach out to the recruiter listed on the job posting."
workday,musc,post,Chief Communications and Marketing Officer - Enterprise Wide,https://musc.wd1.myworkdayjobs.com/en-US/MUSC/job/Chief-Communications-and-Marketing-Officer---Enterprise-Wide_R-0000047571,no,yes,"Job Description Summary The Chief Communications and Marketing Officer (CCMO) is responsible for internal and external communications and for all operations of marketing and communications services and leads the planning, coordination and ..."
workday,pru,post,"PGIM Private Capital - Vice President, Chief Marketing Officer",https://pru.wd5.myworkdayjobs.com/en-US/Careers/job/PGIM-Private-Capital---Vice-President--Chief-Marketing-Officer_R-118596-1,no,yes,"Prudential Financial, Inc. (NYSE: PRU), a global financial services leader and premier active global investment manager with approximately $1.4 trillion in assets under management as of Dec. 31, 2023, has operations in the United States, Asia, Europe, and Latin America."
workday,nytimes,post,"Managing Director, Product Marketing - Job Opportunities",https://nytimes.wd5.myworkdayjobs.com/en-US/NYT/job/Managing-Director--Product-Marketing_REQ-016196,no,yes,"For all Current NYT Job Opportunities, Please Visit our Newest Job Site: New York Times Job Opportunities Help shape the future of The New York Times Whether it’s bringing new truths to light through reporting, optimizing products and formats to deliver a world-class digital and app experience, ..."
workday,petvalu,post,Chief Marketing Officer - PetValu Careers - Myworkdayjobs.com,https://petvalu.wd3.myworkdayjobs.com/External_Career_Site_Pet_Valu_Canada/job/0001--Markham-Office/Chief-Marketing-Officer_R25166,no,yes,"February 17, 2026 - Location: Markham, Ontario Job Description: The Chief Marketing Officer (CMO) is a key member of the Executive Leadership Team responsible for defining, elevating, and protecting the Pet Valu brand across Canada. This role sets the enterprise-wide marketing and leads the strategi"
workday,venbrook,post,Marketing Manager - Careers - Myworkdayjobs.com,https://venbrook.wd5.myworkdayjobs.com/careers/job/remote---texas/marketing-manager_,no,yes,"April 7, 2026 - JOB TITLE: Marketing Manager DEPARTMENT: Marketing | Reports to: Chief Marketing Officer (CMO) COMPANY OVERVIEW: Venbrook Group, LLC is a multi-division insurance holding company with subsidiaries engaged in retail and wholesale broking, employee benefits, programs, and claims servic"
workday,gehc,post,Global Marketing Operations Manager - GE HealthCare Careers,https://gehc.wd5.myworkdayjobs.com/gehc_externalsite/job/remote/global-marketing-operations-manager_r4035968-1,no,yes,"February 12, 2026 - Job Description Summary The Global Marketing Operations Manager is a key member of the Global Marketing Operations team, supporting the execution, optimization, and governance of core marketing systems, processes, and programs."
workday,pultegroup,post,Division Director of Marketing,https://pultegroup.wd1.myworkdayjobs.com/en-US/PGI/job/Division-Director-of-Marketing_JR6039,no,yes,"JOB SUMMARY As a key collaborative ... is responsible for planning, developing and executing a sound marketing strategy to deliver sufficient volume of qualified leads necessary to meet Division net sign-up goals..."
workday,convatec,post,"Marketing Manager (Advanced Wound Care), India",https://convatec.wd1.myworkdayjobs.com/de-DE/ConvaTec/job/GAN-Gurgaon/Marketing-Manager--Advanced-Wound-Care---India_JR00018590/apply/useMyLastApplication,yes,yes,"... Marketing Manager reports to the Country General Manager and will be ... Marketing Manager (Advanced Wound Care), India. current step 1 of 6. step 2 of ..."
workday,genesys,post,Digital Marketing Manager - Careers at Genesys,https://genesys.wd1.myworkdayjobs.com/en-US/Genesys/job/Digital-Marketing-Manager_JR110959-1,yes,yes,"15 May 2026 · The Digital Marketing Manager for ANZ & India is responsible for the planning, execution, optimisation and reporting of digital marketing ..."
workday,athenahealth,post,AI Marketing Manager - Myworkdayjobs.com,https://athenahealth.wd1.myworkdayjobs.com/en-US/External/job/Bangalore---Whitefield-India/XMLNAME--AI-Marketing-Manager-_R14949,yes,yes,"28 Apr 2026 · Join athenahealth as an Al Marketing Manager based in Bangalore - Whitefield, India, in a hybrid work model. This role offers an exciting ..."
workday,thoughtspot,post,Senior Product Marketing Manager - Myworkdayjobs.com,https://thoughtspot.wd5.myworkdayjobs.com/en-US/careers/job/India---Bangalore/Senior-Product-Marketing-Manager_JR2103/apply/useMyLastApplication?utm_source=General+Catalyst+job+board&utm_medium=getro.com&gh_src=General+Catalyst+job+board,no,yes,The Role We are looking for a Senior Product Marketing Manager to contribute to our global product marketing strategy and execution for our analytics
workday,momentive,post,Regional Marketing Manager - Electronics - Myworkdayjobs.com,https://momentive.wd1.myworkdayjobs.com/en-US/MC/job/Regional-Marketing-Manager---Electronics_R9213,yes,yes,India Marketing Manager will be responsible for developing and executing India market strategies within Electronics Materials Segment. This will include ...
workday,ag,post,Marketing Manager - Myworkdayjobs.com,https://ag.wd3.myworkdayjobs.com/en-US/Airbus/job/Marketing-Manager_JR10405993,no,yes,"28 Apr 2026 · Marketing Manager ... Job Description: Manage autonomously all types of campaign cases and accounts, including joint Aircraft and Services ..."
workday,csagroup,post,"Marketing Manager, India - Logo - Myworkdayjobs.com",https://csagroup.wd3.myworkdayjobs.com/en-US/csagroup/job/Marketing-Manager--India_R004586,yes,yes,We are looking for an experienced and creative strategic Marketing Manager to join an innovative marketing team that plays a critical role in the growth of CSA ...
workday,fmc,post,Area Marketing Manager-Ahilyanagar (Agriculture background ...,https://fmc.wd12.myworkdayjobs.com/FMC/job/Mumbai-India/Area-Marketing-Manager-Ahilyanagar--Agriculture-background-only-_R-1889,no,yes,Area Marketing Manager-Ahilyanagar (Agriculture background only) · Responsible for leading demand generation activities and deliver the liquidation goals as per ...
workday,cochlear,post,Digital Marketing Manager - Myworkdayjobs.com,https://cochlear.wd3.myworkdayjobs.com/Cochlear_Careers/job/Mumbai-India/Digital-Marketing-Manager_R-623319/apply/applyManually,no,yes,"... demand generation activity within South Asia. The position is responsible for campaign planning, campaign development and execution, target audience ..."
workday,evonik,post,Strategic Marketing Manager Asia excluding India Subcontinent,https://evonik.wd3.myworkdayjobs.com/en-US/External_Careers/job/Singapore---Int-Business-Park/Strategic-Marketing-Manager-Asia-excluding-India-Subcontinent_R46688/apply/applyManually,yes,yes,Back to Job Posting. Strategic Marketing Manager Asia excluding India Subcontinent. current step 1 of 5. step 2 of 5. step 3 of 5. step 4 of 5. step 5 of 5 ...
workday,thoughtspot,post,Senior Product Marketing Manager - Myworkdayjobs.com,https://thoughtspot.wd5.myworkdayjobs.com/en-US/careers/job/Senior-Product-Marketing-Manager_JR2103,no,yes,4 days ago · We are looking for a Senior Product Marketing Manager to contribute to our global product marketing strategy and execution for our analytics ...
workday,gsknch,post,Digital Marketing Manager - Myworkdayjobs.com,https://gsknch.wd3.myworkdayjobs.com/it-IT/GSKCareers/job/India---Haryana---Gurgaon/Digital-Marketing-Manager_543276,no,yes,"Digital Marketing Manager · Monitor online trends, viral topics, and cultural moments to create relevant & timely content for the brand · Leverage trending ..."
workday,csagroup,post,"Marketing Manager, India - Logo - Myworkdayjobs.com",https://csagroup.wd3.myworkdayjobs.com/fr-CA/csagroup/job/Marketing-Manager--India_R004586,yes,yes,We are looking for an experienced and creative strategic Marketing Manager to join an innovative marketing team that plays a critical role in the growth of CSA ...
workday,salesforce,post,Product Marketing Lead - Myworkdayjobs.com,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/India---Bangalore/Product-Marketing-Lead_JR340708?locations=2c2bf80869591012453ab08dba870000&locations=8ef61f627eb01012453a9ce004d20000&locations=1038e944b1101012453f5b10dc370000,no,yes,"5 or more years of product marketing experience with experience delivering compelling, breakthrough content in an enterprise software ..."
workday,gsk,post,Consumer Marketing Manager,https://gsk.wd5.myworkdayjobs.com/en-US/GSKCareers/job/India---Maharashtra---Worli-Mumbai/Consumer-Marketing-Manager_440465-1/apply/applyManually,yes,yes,"... India. You will turn customer insight into clear, measurable plans and ... Consumer Marketing Manager. current step 1 of 6. step 2 of 6. step 3 of 6. step ..."
workday,ghc,post,Senior Product Marketing Manager - Myworkdayjobs.com,https://ghc.wd1.myworkdayjobs.com/en-US/Kaplan_International_Careers/job/Senior-Product-Marketing-Manager_JR244369,no,yes,We're looking for an experienced and strategic Senior Product Marketing Manager to lead the promotion of Kaplan's US university partner programs to global ...
workday,bf,post,Head of Trade Marketing - India Area - Myworkdayjobs.com,https://bf.wd5.myworkdayjobs.com/es/International/job/National-Trade-Marketing-Manager---India-Area_JR-00009827-1,yes,yes,"As National Trade Marketing Manager, you will be responsible for developing and driving high quality and effective implementation of trade marketing strategies ..."
workday,jll,post,"Senior Director - Marketing, India - Myworkdayjobs.com",https://jll.wd1.myworkdayjobs.com/en-GB/jllcareers/job/Senior-Director---Marketing--India_REQ498992-1,yes,yes,"8 May 2026 · ... Demand Generation: Partner with REMS leadership and global ... Reports to: Head of Marketing, India. Direct Reports: 2. This role ..."
workday,diageo,post,State Customer Marketing Manager,https://diageo.wd3.myworkdayjobs.com/en-US/Diageo_Careers/job/Mumbai-India/State-Customer-Marketing-Manager_JR1125841/apply/applyManually,no,yes,"Job Description : Job Title: State Customer Marketing Manager About the Function: Our Sales team love building relationships, connecting with customers to ..."
workday,clarivate,post,Marketing Operations Manager - Webinar Hosting & Execution,https://clarivate.wd3.myworkdayjobs.com/jobs/job/India---Bangalore/Marketing-Operations-Manager---Webinar-Hosting---Execution_JREQ135467/apply,no,yes,"We are looking for a Marketing Operations Manager who will oversee complex marketing workflows, manage our global webinar operations, and serve as the ..."
